CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT IN LITRES,Pressure (hg),Humidity (%),Crop Age (days),Irrigation Type,Soil Moisture (%),Pump Status
BANANA,HUMID,DESERT,27.48403201,RAINY,0.8,1011.407921,33,3,Drip Irrigation,75.08793637,Off
BANANA,WET,HUMID,35.06937838,RAINY,0.1,1005.364121,39,7,Drip Irrigation,72.92435295,Off
BANANA,WET,SEMI ARID,25.03384387,NORMAL,5.3,1007.08768,42,57,Drip Irrigation,44.86898898,Off
BANANA,HUMID,HUMID,14.63094583,WINDY,4.65,1022.598827,44,4,Drip Irrigation,85.81471437,Off
BANANA,WET,HUMID,49.10550223,NORMAL,5.15,1018.453769,12,53,Drip Irrigation,53.69410092,Off
BANANA,DRY,HUMID,24.64398835,SUNNY,8.1,1012.62332,35,34,Drip Irrigation,62.63932378,Off
BANANA,WET,SEMI HUMID,32.75463528,SUNNY,7.04,1019.732266,20,43,Drip Irrigation,58.8014172,Off
BANANA,WET,DESERT,36.02577364,WINDY,8.1,1002.363909,9,49,Drip Irrigation,41.71935413,Off
BANANA,WET,SEMI HUMID,27.3375388,NORMAL,4.4,1022.193788,29,25,Drip Irrigation,72.45797286,Off
BANANA,HUMID,HUMID,45.13692624,NORMAL,5.15,1000.010039,8,86,Drip Irrigation,56.28764558,Off
BANANA,HUMID,SEMI ARID,17.65865144,WINDY,6.9,1006.11789,21,60,Drip Irrigation,60.73383469,Off
BANANA,DRY,SEMI HUMID,16.12090886,SUNNY,8.45,1009.45869,29,36,Drip Irrigation,66.78791573,Off
BANANA,WET,HUMID,49.10550223,NORMAL,5.15,1018.453769,12,53,Drip Irrigation,53.69410092,Off
BANANA,HUMID,SEMI ARID,28.7423191,WINDY,7.9,1024.301337,20,55,Drip Irrigation,57.68150498,Off
BANANA,WET,HUMID,25.94894746,NORMAL,3,1023.722905,0,29,Drip Irrigation,64.58156972,Off
BANANA,HUMID,DESERT,19.00138158,NORMAL,6.7,1002.815231,21,44,Drip Irrigation,49.25520854,Off
BANANA,WET,DESERT,19.31577036,WINDY,6.15,1008.874878,13,49,Drip Irrigation,56.40485634,Off
BANANA,WET,SEMI ARID,38.09817905,RAINY,0.3,1004.017834,34,6,Drip Irrigation,69.89904504,Off
BANANA,DRY,HUMID,11.17249655,RAINY,0.1,1013.997263,30,3,Drip Irrigation,80.55418148,Off
BANANA,WET,HUMID,38.64378898,SUNNY,5.6,1001.700256,14,75,Drip Irrigation,48.72318639,Off
BANANA,WET,HUMID,29.60543103,SUNNY,4.5,1006.149994,41,26,Drip Irrigation,64.09084624,Off
BANANA,HUMID,HUMID,16.94861795,NORMAL,3.65,1022.858511,22,30,Drip Irrigation,71.29954081,Off
BANANA,WET,SEMI HUMID,23.28134732,SUNNY,5.9,1001.014643,44,38,Drip Irrigation,55.96553413,Off
BANANA,WET,HUMID,36.29519272,NORMAL,4.1,1017.571661,50,1,Drip Irrigation,68.054717,Off
BANANA,WET,HUMID,36.63251606,WINDY,5.1,1004.844728,10,52,Drip Irrigation,46.12955882,Off
BANANA,DRY,DESERT,27.92228369,RAINY,0.85,1018.845343,48,27,Drip Irrigation,75.46137399,Off
BANANA,HUMID,DESERT,27.48403201,RAINY,0.8,1011.407921,33,3,Drip Irrigation,75.08793637,Off
BANANA,WET,SEMI ARID,13.48594946,WINDY,5.3,1012.601752,12,58,Drip Irrigation,61.54445804,Off
BANANA,DRY,SEMI ARID,42.41201346,RAINY,2.7,1012.075353,26,3,Drip Irrigation,76.47935119,Off
BANANA,WET,SEMI ARID,48.87602079,NORMAL,7.2,1024.456637,13,59,Drip Irrigation,41.07007615,Off
BANANA,DRY,SEMI HUMID,39.47637378,NORMAL,8.95,1012.536037,20,60,Drip Irrigation,44.14685076,Off
BANANA,WET,SEMI ARID,31.39628782,WINDY,7.3,1012.319534,18,81,Drip Irrigation,55.32305959,Off
BANANA,DRY,SEMI ARID,16.38890894,WINDY,8.8,1011.545162,21,75,Drip Irrigation,53.59173432,Off
BANANA,WET,SEMI ARID,36.35491442,SUNNY,7.8,1002.65325,37,63,Drip Irrigation,49.61618854,Off
BANANA,DRY,HUMID,25.22481258,NORMAL,6.6,1012.160126,33,35,Drip Irrigation,45.40902639,Off
BANANA,WET,HUMID,19.29837212,WINDY,3,1016.372678,28,4,Drip Irrigation,73.84761556,Off
BANANA,WET,SEMI HUMID,27.3375388,NORMAL,4.4,1022.193788,29,25,Drip Irrigation,72.45797286,Off
BANANA,WET,DESERT,37.66070126,NORMAL,7.15,1021.875217,19,86,Drip Irrigation,51.46075101,Off
BANANA,WET,HUMID,18.89026869,RAINY,0.1,1011.068398,39,2,Drip Irrigation,85.28037303,Off
BANANA,WET,HUMID,29.60543103,SUNNY,4.5,1006.149994,41,26,Drip Irrigation,64.09084624,Off
BANANA,HUMID,SEMI ARID,49.10607812,RAINY,0.92,1008.463851,49,22,Drip Irrigation,70.57954013,Off
BANANA,WET,DESERT,28.60299542,RAINY,0.3,1010.754398,1,13,Drip Irrigation,57.76433639,Off
BANANA,HUMID,HUMID,21.6048458,RAINY,0.2,1018.00933,25,6,Drip Irrigation,72.83536597,Off
BANANA,WET,DESERT,19.31577036,WINDY,6.15,1008.874878,13,49,Drip Irrigation,56.40485634,Off
BANANA,WET,SEMI ARID,22.11765579,RAINY,0.2,1018.059338,20,24,Drip Irrigation,69.74853112,Off
BANANA,WET,SEMI ARID,48.87602079,NORMAL,7.2,1024.456637,13,59,Drip Irrigation,41.07007615,Off
BANANA,HUMID,DESERT,27.48403201,RAINY,0.8,1011.407921,33,3,Drip Irrigation,75.08793637,Off
BANANA,WET,HUMID,19.29837212,WINDY,3,1016.372678,28,4,Drip Irrigation,73.84761556,Off
BANANA,WET,SEMI HUMID,32.75463528,SUNNY,7.04,1019.732266,20,43,Drip Irrigation,58.8014172,Off
BANANA,WET,SEMI ARID,43.72953145,WINDY,8.2,1012.186696,50,73,Drip Irrigation,59.87628749,Off
BANANA,WET,HUMID,42.20899764,WINDY,6.15,1014.337294,5,79,Drip Irrigation,47.76435262,Off
BANANA,WET,SEMI ARID,36.35491442,SUNNY,7.8,1002.65325,37,63,Drip Irrigation,49.61618854,Off
BANANA,WET,SEMI ARID,10.38310291,SUNNY,5.87,1005.195596,20,84,Drip Irrigation,74.45904934,Off
BANANA,HUMID,SEMI ARID,19.4263118,SUNNY,7.42,1023.65189,47,38,Drip Irrigation,65.34338033,Off
BANANA,DRY,HUMID,36.12689596,NORMAL,7.68,1013.544008,9,75,Drip Irrigation,54.59081457,Off
BANANA,HUMID,SEMI HUMID,43.4587999,RAINY,0.8,1021.334893,4,8,Drip Irrigation,70.0857414,Off
BANANA,DRY,SEMI HUMID,41.42877203,RAINY,1.9,1014.814205,39,26,Drip Irrigation,61.92934728,Off
BANANA,HUMID,DESERT,42.55217122,RAINY,1.5,1023.442615,11,1,Drip Irrigation,77.23414526,Off
BANANA,HUMID,HUMID,20.55270648,WINDY,5.65,1001.097027,2,38,Drip Irrigation,64.92504078,Off
BANANA,HUMID,HUMID,21.6048458,RAINY,0.2,1018.00933,25,6,Drip Irrigation,72.83536597,Off
BANANA,DRY,HUMID,36.14057715,RAINY,0.8,1023.311099,15,13,Drip Irrigation,74.18835504,Off
BANANA,DRY,SEMI HUMID,18.3504551,NORMAL,6.95,1022.170788,15,57,Drip Irrigation,47.80593112,Off
BANANA,HUMID,HUMID,14.63094583,WINDY,4.65,1022.598827,44,4,Drip Irrigation,85.81471437,Off
BANANA,HUMID,HUMID,45.15002589,RAINY,0.2,1004.78724,38,0,Drip Irrigation,72.89681938,Off
BANANA,DRY,DESERT,18.4921372,RAINY,0.75,1019.366823,28,10,Drip Irrigation,70.07040989,Off
BANANA,HUMID,SEMI HUMID,17.84494322,RAINY,0.1,1016.547539,13,24,Drip Irrigation,65.61601863,Off
BANANA,DRY,DESERT,18.4921372,RAINY,0.75,1019.366823,28,10,Drip Irrigation,70.07040989,Off
BEAN,DRY,DESERT,30.21888502,NORMAL,8.8,1015.155416,16,33,Manual Irrigation,51.71645462,Off
BEAN,DRY,HUMID,15.82714281,WINDY,5.51,1018.110559,12,37,Manual Irrigation,60.18137214,Off
BEAN,WET,SEMI ARID,12.44542347,NORMAL,3.5,1008.55664,36,21,Manual Irrigation,87.66046823,Off
BEAN,WET,SEMI ARID,12.44542347,NORMAL,3.5,1008.55664,36,21,Manual Irrigation,87.66046823,Off
BEAN,HUMID,SEMI HUMID,10.02337132,NORMAL,3.9,1006.581154,16,8,Manual Irrigation,66.39637077,Off
BEAN,DRY,SEMI ARID,19.19084355,RAINY,0.8,1012.973434,30,3,Manual Irrigation,81.14185135,Off
BEAN,WET,DESERT,45.19106757,SUNNY,8.8,1014.654559,48,27,Manual Irrigation,50.46199034,Off
BEAN,WET,HUMID,14.71927825,RAINY,0.1,1012.045931,15,6,Manual Irrigation,77.95804997,Off
BEAN,DRY,SEMI HUMID,37.59311012,WINDY,8.6,1017.287639,20,45,Manual Irrigation,41.14239174,Off
BEAN,WET,DESERT,11.95906045,WINDY,5.1,1021.033919,33,30,Manual Irrigation,51.46147867,Off
BEAN,DRY,DESERT,26.77127508,RAINY,0.8,1004.40486,25,18,Manual Irrigation,66.74675388,Off
BEAN,HUMID,SEMI ARID,20.53931455,SUNNY,7.3,1000.490263,29,43,Manual Irrigation,56.79569839,Off
BEAN,HUMID,SEMI ARID,30.77141815,NORMAL,6.6,1022.465973,32,29,Manual Irrigation,52.67977878,Off
BEAN,WET,DESERT,32.47170784,SUNNY,7.7,1021.143622,13,50,Manual Irrigation,52.87433502,Off
BEAN,HUMID,HUMID,15.31105332,NORMAL,2.8,1018.305948,23,2,Manual Irrigation,80.32423596,Off
BEAN,WET,SEMI ARID,49.03031024,NORMAL,6.6,1010.26751,36,38,Manual Irrigation,52.56545039,Off
BEAN,WET,SEMI HUMID,25.61963668,RAINY,0.1,1006.048193,46,4,Manual Irrigation,74.58112648,Off
BEAN,DRY,SEMI ARID,25.21801002,NORMAL,8.6,1015.143987,4,40,Manual Irrigation,49.50385992,Off
BEAN,WET,SEMI ARID,24.92249877,RAINY,0.2,1016.257424,13,2,Manual Irrigation,64.67753864,Off
BEAN,WET,HUMID,36.11409424,RAINY,0.1,1021.525221,33,22,Manual Irrigation,75.66188402,Off
BEAN,WET,SEMI ARID,33.15582582,SUNNY,7.2,1009.786357,47,49,Manual Irrigation,52.73245019,Off
BEAN,DRY,DESERT,30.21888502,NORMAL,8.8,1015.155416,16,33,Manual Irrigation,51.71645462,Off
BEAN,WET,SEMI ARID,10.05564733,RAINY,0.1,1003.179561,14,18,Manual Irrigation,87.34803036,Off
BEAN,WET,HUMID,23.06553363,RAINY,0.1,1014.357338,18,16,Manual Irrigation,71.44930274,Off
BEAN,DRY,SEMI HUMID,17.75071638,RAINY,0.1,1020.149253,17,17,Manual Irrigation,77.61163285,Off
BEAN,DRY,SEMI HUMID,17.75071638,RAINY,0.1,1020.149253,17,17,Manual Irrigation,77.61163285,Off
BEAN,WET,SEMI ARID,23.80191658,SUNNY,6.1,1021.963269,17,27,Manual Irrigation,52.35698959,Off
BEAN,DRY,DESERT,10.92074894,NORMAL,6.97,1008.137583,13,47,Manual Irrigation,48.49055938,Off
BEAN,HUMID,DESERT,24.85804178,NORMAL,6.2,1001.348315,15,35,Manual Irrigation,55.70187007,Off
BEAN,DRY,SEMI HUMID,20.70209381,NORMAL,6.5,1007.237447,31,41,Manual Irrigation,48.4853087,Off
BEAN,HUMID,DESERT,23.07567914,RAINY,0.8,1003.738733,22,22,Manual Irrigation,77.73407783,Off
BEAN,HUMID,SEMI HUMID,31.88027129,WINDY,6.8,1021.44723,39,42,Manual Irrigation,40.78062167,Off
BEAN,HUMID,SEMI ARID,43.37797885,RAINY,0.6,1006.368013,25,6,Manual Irrigation,74.00210393,Off
BEAN,WET,DESERT,49.94678035,NORMAL,7.3,1017.732857,19,40,Manual Irrigation,42.10580847,Off
BEAN,HUMID,SEMI ARID,10.80508526,RAINY,0.1,1005.247321,24,23,Manual Irrigation,79.65730794,Off
BEAN,DRY,SEMI HUMID,37.59311012,WINDY,8.6,1017.287639,20,45,Manual Irrigation,41.14239174,Off
BEAN,DRY,SEMI HUMID,20.70209381,NORMAL,6.5,1007.237447,31,41,Manual Irrigation,48.4853087,Off
BEAN,WET,SEMI ARID,21.18112752,NORMAL,4.6,1001.80871,32,4,Manual Irrigation,74.54895324,Off
BEAN,WET,SEMI HUMID,33.60170008,NORMAL,4.7,1021.907309,22,19,Manual Irrigation,64.35776665,Off
BEAN,DRY,SEMI HUMID,34.35518877,SUNNY,9,1013.1358,10,37,Manual Irrigation,41.44021262,Off
BEAN,DRY,DESERT,12.0816558,SUNNY,8.47,1003.592191,37,30,Manual Irrigation,62.57145261,Off
BEAN,WET,DESERT,20.17286014,RAINY,0.4,1005.076765,5,17,Manual Irrigation,66.56596487,Off
BEAN,HUMID,SEMI ARID,43.37797885,RAINY,0.6,1006.368013,25,6,Manual Irrigation,74.00210393,Off
BEAN,HUMID,HUMID,15.31105332,NORMAL,2.8,1018.305948,23,2,Manual Irrigation,80.32423596,Off
BEAN,HUMID,DESERT,42.16668531,NORMAL,8.34,1004.912066,33,28,Manual Irrigation,50.5236532,Off
BEAN,DRY,SEMI ARID,25.21801002,NORMAL,8.6,1015.143987,4,40,Manual Irrigation,49.50385992,Off
BEAN,WET,SEMI ARID,24.92249877,RAINY,0.2,1016.257424,13,2,Manual Irrigation,64.67753864,Off
BEAN,WET,HUMID,16.44177701,SUNNY,3.14,1000.724919,47,0,Manual Irrigation,63.3223244,Off
BEAN,WET,SEMI HUMID,42.76646936,NORMAL,5.6,1016.429942,35,45,Manual Irrigation,40.59044507,Off
BEAN,WET,HUMID,48.25634234,RAINY,0.1,1010.44998,6,15,Manual Irrigation,68.45195223,Off
BEAN,DRY,HUMID,41.43963775,RAINY,0.8,1002.245644,0,3,Manual Irrigation,59.63162828,Off
BEAN,WET,SEMI ARID,33.15582582,SUNNY,7.2,1009.786357,47,49,Manual Irrigation,52.73245019,Off
BEAN,WET,SEMI ARID,44.77684286,RAINY,0.5,1023.58913,49,23,Manual Irrigation,63.41536723,Off
BEAN,DRY,HUMID,30.91408259,NORMAL,6.5,1018.583323,43,47,Manual Irrigation,50.23625944,Off
BEAN,HUMID,HUMID,26.68249348,WINDY,4.7,1017.915798,14,20,Manual Irrigation,63.22060446,Off
BEAN,WET,HUMID,28.33482542,NORMAL,2.6,1003.108633,26,24,Manual Irrigation,62.39144745,Off
BEAN,WET,SEMI HUMID,17.18217205,NORMAL,2.6,1001.04701,3,2,Manual Irrigation,64.63392882,Off
BEAN,DRY,HUMID,13.31851077,RAINY,0.1,1010.095275,3,1,Manual Irrigation,77.90514734,Off
BEAN,WET,SEMI ARID,10.69893865,SUNNY,5,1002.096843,5,4,Manual Irrigation,85.53290734,Off
BEAN,WET,SEMI HUMID,16.87153923,WINDY,3.6,1014.60562,32,17,Manual Irrigation,77.71232138,Off
BEAN,WET,DESERT,34.76994321,RAINY,0.5,1016.36553,13,21,Manual Irrigation,64.00687381,Off
BEAN,WET,HUMID,17.22799961,WINDY,2.6,1017.245527,32,19,Manual Irrigation,74.67133029,Off
BEAN,HUMID,SEMI ARID,30.77141815,NORMAL,6.6,1022.465973,32,29,Manual Irrigation,52.67977878,Off
BEAN,DRY,HUMID,13.31851077,RAINY,0.1,1010.095275,3,1,Manual Irrigation,77.90514734,Off
BEAN,DRY,SEMI HUMID,15.40555261,SUNNY,7.03,1001.69491,3,42,Manual Irrigation,44.11499632,Off
BEAN,HUMID,HUMID,12.80758682,WINDY,3.8,1016.704517,1,11,Manual Irrigation,90.05179525,Off
BEAN,WET,SEMI HUMID,22.47071786,WINDY,4.6,1021.340748,50,8,Manual Irrigation,76.36851763,Off
BEAN,WET,DESERT,20.17286014,RAINY,0.4,1005.076765,5,17,Manual Irrigation,66.56596487,Off
BEAN,WET,SEMI ARID,49.03031024,NORMAL,6.6,1010.26751,36,38,Manual Irrigation,52.56545039,Off
BEAN,WET,SEMI ARID,23.80191658,SUNNY,6.1,1021.963269,17,27,Manual Irrigation,52.35698959,Off
BEAN,WET,HUMID,46.14256751,NORMAL,4.6,1015.39061,36,9,Manual Irrigation,60.43671564,Off
BEAN,DRY,SEMI HUMID,37.59311012,WINDY,8.6,1017.287639,20,45,Manual Irrigation,41.14239174,Off
BEAN,WET,HUMID,11.18401331,NORMAL,1.64,1011.757406,23,12,Manual Irrigation,71.93508594,Off
BEAN,HUMID,SEMI HUMID,35.32459432,SUNNY,7.3,1003.577035,41,26,Manual Irrigation,50.72316063,Off
BEAN,HUMID,HUMID,28.59755529,RAINY,0.1,1010.932041,27,9,Manual Irrigation,54.97702125,Off
BEAN,HUMID,SEMI ARID,11.05114926,NORMAL,4.71,1021.365437,38,7,Manual Irrigation,83.81368504,Off
BEAN,WET,HUMID,28.33482542,NORMAL,2.6,1003.108633,26,24,Manual Irrigation,62.39144745,Off
BEAN,WET,SEMI HUMID,15.21384923,SUNNY,4.1,1012.576708,41,14,Manual Irrigation,77.76353904,Off
BEAN,HUMID,HUMID,42.08037955,RAINY,0.3,1012.019654,26,0,Manual Irrigation,58.67573803,Off
BEAN,DRY,SEMI HUMID,26.26198098,SUNNY,8,1016.603143,27,31,Manual Irrigation,41.30864908,Off
BEAN,WET,HUMID,39.32966973,NORMAL,3.7,1015.550737,24,20,Manual Irrigation,55.65679397,Off
BEAN,HUMID,SEMI HUMID,24.76735035,NORMAL,4.9,1003.159254,47,3,Manual Irrigation,71.09290456,Off
BEAN,WET,DESERT,17.62817132,RAINY,0.1,1010.37119,44,19,Manual Irrigation,75.26606672,Off
BEAN,WET,DESERT,16.60733619,SUNNY,5.6,1017.166261,5,29,Manual Irrigation,60.91497055,Off
BEAN,DRY,DESERT,31.96893311,RAINY,0.8,1007.891341,49,6,Manual Irrigation,71.93094873,Off
BEAN,DRY,SEMI HUMID,17.68731657,WINDY,6.5,1018.089518,10,33,Manual Irrigation,55.26681086,Off
BEAN,HUMID,DESERT,23.07567914,RAINY,0.8,1003.738733,22,22,Manual Irrigation,77.73407783,Off
BEAN,WET,SEMI ARID,21.18112752,NORMAL,4.6,1001.80871,32,4,Manual Irrigation,74.54895324,Off
BEAN,WET,SEMI HUMID,16.87153923,WINDY,3.6,1014.60562,32,17,Manual Irrigation,77.71232138,Off
BEAN,DRY,SEMI HUMID,45.30931486,RAINY,0.55,1005.501656,49,11,Manual Irrigation,62.36468721,Off
BEAN,WET,DESERT,43.65333062,WINDY,8.3,1008.931049,31,41,Manual Irrigation,43.37092081,Off
BEAN,WET,DESERT,43.65333062,WINDY,8.3,1008.931049,31,41,Manual Irrigation,43.37092081,Off
BEAN,WET,DESERT,26.32826771,SUNNY,6.6,1001.012729,31,48,Manual Irrigation,50.96289471,Off
BEAN,HUMID,DESERT,11.74968574,RAINY,0.5,1010.796092,39,11,Manual Irrigation,80.8414886,Off
BEAN,DRY,SEMI ARID,40.06929642,RAINY,2.8,1018.601236,6,0,Manual Irrigation,74.5694192,Off
BEAN,WET,SEMI ARID,36.25942935,WINDY,6.7,1006.552824,1,49,Manual Irrigation,49.76631279,Off
BEAN,HUMID,HUMID,31.64081195,RAINY,0.5,1003.163633,8,5,Manual Irrigation,61.64091076,Off
BEAN,DRY,SEMI HUMID,34.38157568,RAINY,0.8,1022.083743,35,16,Manual Irrigation,61.12291865,Off
BEAN,HUMID,HUMID,12.80758682,WINDY,3.8,1016.704517,1,11,Manual Irrigation,90.05179525,Off
BEAN,DRY,DESERT,30.21888502,NORMAL,8.8,1015.155416,16,33,Manual Irrigation,51.71645462,Off
BEAN,DRY,SEMI HUMID,15.40555261,SUNNY,7.03,1001.69491,3,42,Manual Irrigation,44.11499632,Off
BEAN,WET,DESERT,43.65333062,WINDY,8.3,1008.931049,31,41,Manual Irrigation,43.37092081,Off
BEAN,WET,HUMID,41.82622293,SUNNY,6.1,1000.318912,13,41,Manual Irrigation,52.12209456,Off
BEAN,DRY,SEMI HUMID,48.51692258,NORMAL,8.55,1012.392925,11,39,Manual Irrigation,45.63086936,Off
BEAN,HUMID,DESERT,23.07567914,RAINY,0.8,1003.738733,22,22,Manual Irrigation,77.73407783,Off
BEAN,HUMID,HUMID,12.80758682,WINDY,3.8,1016.704517,1,11,Manual Irrigation,90.05179525,Off
BEAN,DRY,SEMI ARID,13.62127029,WINDY,8.9,1000.301748,36,43,Manual Irrigation,66.44975416,Off
BEAN,DRY,DESERT,49.24503647,RAINY,1.95,1010.700484,50,25,Manual Irrigation,62.47221231,Off
BEAN,HUMID,DESERT,30.17580246,WINDY,8.4,1002.525706,50,40,Manual Irrigation,47.68269715,Off
BEAN,HUMID,SEMI HUMID,35.32459432,SUNNY,7.3,1003.577035,41,26,Manual Irrigation,50.72316063,Off
BEAN,WET,DESERT,20.17286014,RAINY,0.4,1005.076765,5,17,Manual Irrigation,66.56596487,Off
BEAN,WET,SEMI HUMID,17.18217205,NORMAL,2.6,1001.04701,3,2,Manual Irrigation,64.63392882,Off
BEAN,WET,SEMI HUMID,16.87153923,WINDY,3.6,1014.60562,32,17,Manual Irrigation,77.71232138,Off
BEAN,DRY,SEMI HUMID,37.59311012,WINDY,8.6,1017.287639,20,45,Manual Irrigation,41.14239174,Off
BEAN,DRY,HUMID,12.85470244,SUNNY,6.01,1021.643181,40,43,Manual Irrigation,66.64967453,Off
BEAN,DRY,DESERT,13.29246421,WINDY,7.8,1017.748327,2,26,Manual Irrigation,50.67644357,Off
BEAN,DRY,HUMID,39.13615839,WINDY,7.5,1011.354187,18,46,Manual Irrigation,54.17915656,Off
BEAN,DRY,SEMI ARID,39.27380554,RAINY,1.8,1008.074468,1,5,Manual Irrigation,54.30748735,Off
BEAN,DRY,HUMID,41.43963775,RAINY,0.8,1002.245644,0,3,Manual Irrigation,59.63162828,Off
BEAN,HUMID,DESERT,27.15042392,SUNNY,7.7,1012.913663,41,38,Manual Irrigation,52.42957269,Off
BEAN,WET,DESERT,45.19106757,SUNNY,8.8,1014.654559,48,27,Manual Irrigation,50.46199034,Off
BEAN,WET,DESERT,20.79597998,WINDY,6.1,1003.07278,3,38,Manual Irrigation,50.76673032,Off
BEAN,WET,SEMI ARID,44.67656071,WINDY,7.6,1012.788405,49,50,Manual Irrigation,51.7267424,Off
BEAN,HUMID,SEMI HUMID,35.32459432,SUNNY,7.3,1003.577035,41,26,Manual Irrigation,50.72316063,Off
BEAN,HUMID,SEMI ARID,11.05114926,NORMAL,4.71,1021.365437,38,7,Manual Irrigation,83.81368504,Off
BEAN,DRY,HUMID,15.82714281,WINDY,5.51,1018.110559,12,37,Manual Irrigation,60.18137214,Off
BEAN,HUMID,HUMID,15.31105332,NORMAL,2.8,1018.305948,23,2,Manual Irrigation,80.32423596,Off
BEAN,WET,DESERT,43.65333062,WINDY,8.3,1008.931049,31,41,Manual Irrigation,43.37092081,Off
BEAN,HUMID,HUMID,42.08037955,RAINY,0.3,1012.019654,26,0,Manual Irrigation,58.67573803,Off
BEAN,HUMID,SEMI ARID,34.8253518,SUNNY,8.1,1004.109817,26,40,Manual Irrigation,52.12689481,Off
BEAN,WET,HUMID,46.14256751,NORMAL,4.6,1015.39061,36,9,Manual Irrigation,60.43671564,Off
BEAN,DRY,SEMI HUMID,33.35315826,NORMAL,7.6,1021.130639,12,30,Manual Irrigation,58.40313073,Off
BEAN,HUMID,DESERT,24.85804178,NORMAL,6.2,1001.348315,15,35,Manual Irrigation,55.70187007,Off
BEAN,DRY,DESERT,14.27434431,RAINY,0.2,1013.343135,2,9,Manual Irrigation,87.71712939,Off
BEAN,WET,HUMID,39.32966973,NORMAL,3.7,1015.550737,24,20,Manual Irrigation,55.65679397,Off
BEAN,WET,DESERT,11.95906045,WINDY,5.1,1021.033919,33,30,Manual Irrigation,51.46147867,Off
BEAN,HUMID,HUMID,25.2540858,NORMAL,3.7,1001.444705,4,2,Manual Irrigation,65.69739179,Off
BEAN,HUMID,SEMI ARID,34.8253518,SUNNY,8.1,1004.109817,26,40,Manual Irrigation,52.12689481,Off
BEAN,WET,HUMID,16.44177701,SUNNY,3.14,1000.724919,47,0,Manual Irrigation,63.3223244,Off
BEAN,WET,SEMI ARID,12.44542347,NORMAL,3.5,1008.55664,36,21,Manual Irrigation,87.66046823,Off
BEAN,WET,HUMID,36.11409424,RAINY,0.1,1021.525221,33,22,Manual Irrigation,75.66188402,Off
BEAN,HUMID,DESERT,12.92529264,SUNNY,6.83,1014.984089,16,44,Manual Irrigation,64.51804962,Off
BEAN,HUMID,SEMI ARID,27.96752525,RAINY,0.2,1013.078954,29,5,Manual Irrigation,73.56165005,Off
BEAN,DRY,SEMI ARID,26.55439476,RAINY,0.6,1011.779314,30,2,Manual Irrigation,65.90036722,Off
BEAN,HUMID,SEMI HUMID,12.98763164,WINDY,4.9,1010.285273,23,9,Manual Irrigation,83.91565393,Off
BEAN,WET,SEMI ARID,44.77684286,RAINY,0.5,1023.58913,49,23,Manual Irrigation,63.41536723,Off
BEAN,DRY,SEMI ARID,13.62127029,WINDY,8.9,1000.301748,36,43,Manual Irrigation,66.44975416,Off
BEAN,HUMID,DESERT,12.92529264,SUNNY,6.83,1014.984089,16,44,Manual Irrigation,64.51804962,Off
BEAN,DRY,HUMID,33.21511509,RAINY,0.2,1009.646486,35,0,Manual Irrigation,62.87788388,Off
BEAN,HUMID,HUMID,12.80758682,WINDY,3.8,1016.704517,1,11,Manual Irrigation,90.05179525,Off
BEAN,HUMID,SEMI ARID,20.19923031,NORMAL,5.8,1012.296899,17,33,Manual Irrigation,61.56203853,Off
BEAN,WET,SEMI HUMID,16.87153923,WINDY,3.6,1014.60562,32,17,Manual Irrigation,77.71232138,Off
BEAN,WET,SEMI ARID,36.25942935,WINDY,6.7,1006.552824,1,49,Manual Irrigation,49.76631279,Off
BEAN,HUMID,SEMI ARID,27.96752525,RAINY,0.2,1013.078954,29,5,Manual Irrigation,73.56165005,Off
BEAN,DRY,DESERT,23.41272541,WINDY,8.9,1020.203926,16,40,Manual Irrigation,49.65495901,Off
BEAN,DRY,SEMI HUMID,19.60664978,NORMAL,5.53,1012.58048,48,46,Manual Irrigation,46.81473346,Off
BEAN,WET,HUMID,11.18401331,NORMAL,1.64,1011.757406,23,12,Manual Irrigation,71.93508594,Off
BEAN,WET,SEMI ARID,12.44542347,NORMAL,3.5,1008.55664,36,21,Manual Irrigation,87.66046823,Off
BEAN,DRY,SEMI HUMID,34.35518877,SUNNY,9,1013.1358,10,37,Manual Irrigation,41.44021262,Off
BEAN,WET,SEMI HUMID,25.61963668,RAINY,0.1,1006.048193,46,4,Manual Irrigation,74.58112648,Off
BEAN,WET,SEMI HUMID,46.17632809,SUNNY,7.1,1010.975731,23,39,Manual Irrigation,50.63985331,Off
BEAN,WET,DESERT,11.32650881,NORMAL,4.1,1024.800399,23,3,Manual Irrigation,79.05620562,Off
BEAN,HUMID,DESERT,48.74494711,WINDY,7.35,1004.339304,46,45,Manual Irrigation,52.82565259,Off
BEAN,HUMID,SEMI HUMID,41.99980052,WINDY,7.7,1011.793908,29,34,Manual Irrigation,48.6657778,Off
BEAN,HUMID,SEMI HUMID,10.02337132,NORMAL,3.9,1006.581154,16,8,Manual Irrigation,66.39637077,Off
BEAN,WET,HUMID,14.71927825,RAINY,0.1,1012.045931,15,6,Manual Irrigation,77.95804997,Off
BEAN,WET,SEMI HUMID,16.87153923,WINDY,3.6,1014.60562,32,17,Manual Irrigation,77.71232138,Off
BEAN,HUMID,HUMID,26.68249348,WINDY,4.7,1017.915798,14,20,Manual Irrigation,63.22060446,Off
